timestamp,open,high,low,close,volume,symbol,timeframe
2025-03-19 19:57:38.467339,28674.078558915975,29478.76420884496,28996.176538431147,29323.107025034315,4009,BTCUSDT,15m
2025-03-19 20:12:38.467339,28409.16328881542,29314.585480349153,28050.52914526963,29018.070182265204,95,BTCUSDT,15m
2025-03-19 20:27:38.467339,29187.466465008554,29224.13119847379,29375.852748527006,29365.1335899724,3342,BTCUSDT,15m
2025-03-19 20:42:38.467339,29892.72153653338,29623.467093950938,29662.592630493396,29756.21917463848,9596,BTCUSDT,15m
2025-03-19 20:57:38.467339,28199.53140993277,29161.591655845084,28129.738031523928,28985.056659136724,20160,BTCUSDT,15m
2025-03-19 21:12:38.467339,28808.766479593305,29005.590018901974,28105.81927856926,28953.092900051,920,BTCUSDT,15m
2025-03-19 21:27:38.467339,29598.237104023236,30091.466529288133,28808.937496173574,29754.407754288357,7964,BTCUSDT,15m
2025-03-19 21:42:38.467339,29808.213827042186,29933.69900551224,29186.16950932246,29397.23462450675,1464,BTCUSDT,15m
2025-03-19 21:57:38.467339,28748.820913163578,29063.925342727143,28676.15139046231,28859.723506874,26598,BTCUSDT,15m
2025-03-19 22:12:38.467339,29378.529560216495,29050.343137440927,28794.438255464836,29266.228216280673,8875,BTCUSDT,15m
2025-03-19 22:27:38.467339,28871.56313110297,29569.443247292398,28376.394798550937,28830.808777719078,4725,BTCUSDT,15m
2025-03-19 22:42:38.467339,28224.890172480158,28929.662818317964,28242.246088757252,28832.692041378858,3610,BTCUSDT,15m
2025-03-19 22:57:38.467339,29368.049632894337,29721.87200525555,29161.630139837514,29143.306507935366,7230,BTCUSDT,15m
2025-03-19 23:12:38.467339,28243.282962496618,28148.518977196185,28003.353823778634,28182.51338923323,37895,BTCUSDT,15m
2025-03-19 23:27:38.467339,28409.108500789498,28639.58680039494,28344.39055063128,28265.08024675772,7519,BTCUSDT,15m
2025-03-19 23:42:38.467339,29917.06223110137,29677.8362551495,28287.62870392466,28765.207495429437,3919,BTCUSDT,15m
2025-03-19 23:57:38.467339,27984.96216859591,28847.666571355632,27746.451310873334,28574.32050060119,9974,BTCUSDT,15m
2025-03-20 00:12:38.467339,29623.067825700145,29665.763459377322,29452.688192562622,29116.54035433714,21013,BTCUSDT,15m
2025-03-20 00:27:38.467339,28508.37385071614,28742.13727277622,28385.574748655086,28590.438353855134,13004,BTCUSDT,15m
2025-03-20 00:42:38.467339,28459.4831890408,28802.470755787777,28271.981731116048,28377.828233117263,6985,BTCUSDT,15m
2025-03-20 00:57:38.467339,29619.185461481746,29416.39077035813,30158.951402352865,29632.66888589706,22224,BTCUSDT,15m
2025-03-20 01:12:38.467339,28741.010022331542,28809.997706727365,28200.27139433115,28863.198830833153,4723,BTCUSDT,15m
2025-03-20 01:27:38.467339,28828.619463749055,29272.256701176033,28914.203031295594,28993.363366931506,1203,BTCUSDT,15m
2025-03-20 01:42:38.467339,28448.001039518695,29196.82909141842,28686.38647309851,28354.416660025498,31570,BTCUSDT,15m
2025-03-20 01:57:38.467339,28301.549434195647,28838.389465905555,28069.062023965387,28734.206881337286,8404,BTCUSDT,15m
2025-03-20 02:12:38.467339,29216.275418320547,29536.81030751995,29102.277843712873,28997.8050636506,4577,BTCUSDT,15m
2025-03-20 02:27:38.467339,28338.730930435682,28568.98481775532,27921.842229064154,28456.920922445563,14644,BTCUSDT,15m
2025-03-20 02:42:38.467339,28791.81305196602,29838.939257678878,28452.15070705537,29119.02588714484,6468,BTCUSDT,15m
2025-03-20 02:57:38.467339,28569.696463779797,28342.84178109418,28536.85061351457,28698.55349049292,5608,BTCUSDT,15m
2025-03-20 03:12:38.467339,29184.874731676504,29358.931113781844,28906.45021348445,28820.273897663366,3533,BTCUSDT,15m
2025-03-20 03:27:38.467339,28536.259747229702,28368.33223825735,28714.00306877414,28689.43399010178,2306,BTCUSDT,15m
2025-03-20 03:42:38.467339,29875.03582632725,29281.546161269172,30088.256891773493,29768.139381012792,24917,BTCUSDT,15m
2025-03-20 03:57:38.467339,28738.637719779585,29181.25825630566,28576.02312087861,28949.474218312673,12475,BTCUSDT,15m
2025-03-20 04:12:38.467339,28714.345546996195,28898.561554798645,28695.885260717812,28497.535909716516,11745,BTCUSDT,15m
2025-03-20 04:27:38.467339,29517.30020950716,29580.878910946038,29069.758686257184,29315.64878999989,20657,BTCUSDT,15m
