timestamp,open,high,low,close,volume,symbol,timeframe
2024-04-18 19:57:38.399802,1847.1574444090797,1858.6519001133488,1839.9530029419375,1829.3007999725578,1221,ETHUSDT,1h
2024-04-18 20:57:38.399802,1775.841422347583,1821.0832321214805,1780.7983041079406,1798.9927727173695,5617,ETHUSDT,1h
2024-04-18 21:57:38.399802,1811.2126716815685,1826.289430298266,1810.0992297656694,1832.8500082700355,2867,ETHUSDT,1h
2024-04-18 22:57:38.399802,1882.2192061617668,1924.0006069104934,1873.9364501213972,1871.3543336300681,1063,ETHUSDT,1h
2024-04-18 23:57:38.399802,1787.8155666189837,1761.5008976490121,1782.1067722217897,1788.9661751915785,5341,ETHUSDT,1h
2024-04-19 00:57:38.399802,1779.04800560538,1822.4544757602812,1775.5309829099012,1787.1641874219952,2786,ETHUSDT,1h
2024-04-19 01:57:38.399802,1887.5533477556821,1896.1577657768423,1863.2745282548988,1868.4798514563518,10240,ETHUSDT,1h
2024-04-19 02:57:38.399802,1833.2816234496179,1861.0361377402076,1820.7206631987146,1829.8481842038013,11007,ETHUSDT,1h
2024-04-19 03:57:38.399802,1774.5254758641381,1789.9209448478985,1778.0943743399228,1773.5948502820838,4056,ETHUSDT,1h
2024-04-19 04:57:38.399802,1833.3344461770123,1848.9108845631226,1816.5715216470737,1819.0931799925772,3686,ETHUSDT,1h
2024-04-19 05:57:38.399802,1767.9289966704378,1793.3805925195588,1743.6866790588292,1774.573110905633,5530,ETHUSDT,1h
2024-04-19 06:57:38.399802,1803.788331251403,1827.5561270350418,1776.2291031074146,1775.7163019060786,605,ETHUSDT,1h
2024-04-19 07:57:38.399802,1795.0151226554524,1812.3160532763109,1790.4838980877919,1809.2165802961904,7725,ETHUSDT,1h
2024-04-19 08:57:38.399802,1727.751443089294,1754.4734975918302,1718.3519506408968,1716.4385412203483,11150,ETHUSDT,1h
2024-04-19 09:57:38.399802,1751.910863436663,1741.7013240315448,1716.5676018175789,1726.9706181684346,2157,ETHUSDT,1h
2024-04-19 10:57:38.399802,1756.2072668801866,1789.392489557668,1761.6906153875914,1780.562768957867,5211,ETHUSDT,1h
2024-04-19 11:57:38.399802,1757.2073110597162,1786.965347841947,1747.369839001714,1763.2507906301785,4565,ETHUSDT,1h
2024-04-19 12:57:38.399802,1846.2596881871991,1874.0689538324202,1829.3825861001399,1825.2915513063524,18744,ETHUSDT,1h
2024-04-19 13:57:38.399802,1793.1750276952307,1810.4866844530147,1755.6701685576768,1772.54321795566,4711,ETHUSDT,1h
2024-04-19 14:57:38.399802,1749.0711845645308,1753.9421768944462,1733.6211215803232,1752.073338238655,1616,ETHUSDT,1h
2024-04-19 15:57:38.399802,1870.3006195736862,1910.5916639617278,1872.210282811597,1884.0917753776912,7302,ETHUSDT,1h
2024-04-19 16:57:38.399802,1824.1044552120345,1821.0176528370625,1791.7845256917767,1806.750266893204,11544,ETHUSDT,1h
2024-04-19 17:57:38.399802,1841.7723927816667,1883.708529157934,1851.4159058231885,1820.1026014219149,2889,ETHUSDT,1h
2024-04-19 18:57:38.399802,1732.6328075808692,1760.2256838092007,1733.784437778692,1752.9301150720064,13785,ETHUSDT,1h
2024-04-19 19:57:38.399802,1769.4473370915705,1772.35671515672,1761.0610447937743,1790.8787038126377,871,ETHUSDT,1h
2024-04-19 20:57:38.399802,1823.046817003559,1810.4262992308159,1824.77303991601,1818.94490388371,2918,ETHUSDT,1h
2024-04-19 21:57:38.399802,1771.8048040845954,1781.4633383754474,1743.506438477056,1760.6887787817554,9206,ETHUSDT,1h
2024-04-19 22:57:38.399802,1821.7333254896314,1838.918023716093,1829.455849618435,1827.189721811849,1281,ETHUSDT,1h
2024-04-19 23:57:38.399802,1793.320093307206,1838.160364187935,1788.23324153762,1781.1794627023164,767,ETHUSDT,1h
2024-04-20 00:57:38.399802,1780.492167838271,1783.5507800822738,1793.9594593087777,1793.1810955397352,4192,ETHUSDT,1h
2024-04-20 01:57:38.399802,1740.6441831781135,1787.4621542474838,1724.344829954449,1777.8454342052698,1740,ETHUSDT,1h
2024-04-20 02:57:38.399802,1881.2097983165718,1878.6621032129394,1849.0791290467319,1889.201192661037,11856,ETHUSDT,1h
2024-04-20 03:57:38.399802,1803.7002084665055,1803.8326977601143,1782.6595143414288,1802.5600506191602,2283,ETHUSDT,1h
2024-04-20 04:57:38.399802,1751.3255358200693,1794.9390575807133,1737.6900001733177,1756.1630603212539,3119,ETHUSDT,1h
2024-04-20 05:57:38.399802,1820.1572993903624,1829.6882478876578,1841.5268579135347,1841.3683398950998,7839,ETHUSDT,1h
2024-04-20 06:57:38.399802,1719.389962112672,1770.029952436577,1748.7822262923023,1750.893176812544,2434,ETHUSDT,1h
2024-04-20 07:57:38.399802,1807.1040074927969,1832.7096040131255,1804.2990728992693,1816.4180475840944,1695,ETHUSDT,1h
2024-04-20 08:57:38.399802,1738.2317125007457,1746.522424811302,1714.2671777022276,1722.6981982579875,7025,ETHUSDT,1h
2024-04-20 09:57:38.399802,1774.7313418790754,1792.916136883733,1737.744489754006,1752.576656838266,674,ETHUSDT,1h
2024-04-20 10:57:38.399802,1845.1956765883601,1833.0571116033095,1829.339731521056,1823.4096743117375,2810,ETHUSDT,1h
2024-04-20 11:57:38.399802,1835.9875160837078,1891.376390721792,1867.2528873708302,1851.0287914490973,5555,ETHUSDT,1h
